Name,Location,Federal state,Organisation,Branches,Categ,Country,,,
Hüttenberger Bank eG,Hüttenberg,Hesse,GV,1,German Coop,Germany,,,
Kurhessische Landbank eG,Kassel,Hesse,GV,1,German Coop,Germany,,,
DZB - Die Zentralregulierungsbank GmbH,Mainhausen,Hesse,GV,1,German Coop,Germany,,,
Volksbank Ober-Mörlen eG,Ober-Mörlen,Hesse,GV,1,German Coop,Germany,,,
Raiffeisenbank Rodenbach eG,Rodenbach,Hesse,GV,1,German Coop,Germany,,,
Volksbank Brandoberndorf eG,Waldsolms,Hesse,GV,1,German Coop,Germany,,,
Volksbank Wißmar eG,Wettenberg,Hesse,GV,1,German Coop,Germany,,,
Volksbank Bakum eG,Bakum,Lower Saxony,GVWE,1,German Coop,Germany,,,
"Volksbank eG, Dassel",Dassel,Lower Saxony,GV,1,German Coop,Germany,,,
Raiffeisenbank Garrel eG,Garrel,Lower Saxony,GVWE,1,German Coop,Germany,,,
Volksbank Lengerich eG,Lengerich,Lower Saxony,GVWE,1,German Coop,Germany,,,
Raiffeisenbank Lorup eG,Lorup,Lower Saxony,GVWE,1,German Coop,Germany,,,
Volksbank Oyten eG,Oyten,Lower Saxony,GV,1,German Coop,Germany,,,
Volksbank Schwanewede eG,Schwanewede,Lower Saxony,GV,1,German Coop,Germany,,,
Raiffeisenbank Wiesedermeer-Wiesede-Marcardsmoor eG,Wiesedermeer,Lower Saxony,GVWE,1,German Coop,Germany,,,
Spar- und Darlehnskasse Aegidienberg eG,Bad Honnef,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Volksbank Gemen eG,Borken,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Volksbank Thülen eG,Brilon,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Volksbank Westenholz eG,Delbrück,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Bank im Bistum Essen eG,Essen,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Volksbank Heiden eG,Heiden,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Volksbank Heimbach eG,Heimbach,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Heinsberger Volksbank AG,Heinsberg,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Raiffeisenbank Junkersdorf eG,Köln,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Volksbank Hörste eG,Lippstadt,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Volksbank Seppenrade eG,Lüdinghausen,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
DKM Darlehnskasse Münster eG,Münster,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Volksbank Amelsbüren eG,Münster-Amelsbüren,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Volksbank Sprakel eG,Münster-Sprakel,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Bank für Kirche und Caritas eG,Paderborn,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Volksbank Erle eG,Raesfeld,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Volksbank Raesfeld eG,Raesfeld,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Volksbank Saerbeck eG,Saerbeck,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Volksbank Kaunitz eG,Verl,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Rosbacher Raiffeisenbank eG,Windeck,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Spar- und Kreditbank des Bundes Freier evangelischer Gemeinden eG,Witten,North Rhine-Westphalia,RWGV,1,German Coop,Germany,,,
Raiffeisenbank Unterwesterwald eG,Arzbach,Rhineland-Palatinate,GV,1,German Coop,Germany,,,
Volksbank Bechtheim eG,Bechtheim,Rhineland-Palatinate,GV,1,German Coop,Germany,,,
Budenheimer Volksbank eG,Budenheim,Rhineland-Palatinate,GV,1,German Coop,Germany,,,
Raiffeisenbank Freinsheim eG,Freinsheim,Rhineland-Palatinate,GV,1,German Coop,Germany,,,
Raiffeisenbank Friedelsheim-Rödersheim eG,Friedelsheim,Rhineland-Palatinate,GV,1,German Coop,Germany,,,
Genobank Mainz eG,Mombach,Rhineland-Palatinate,GV,1,German Coop,Germany,,,
Raiffeisenbank Welling eG,Welling,Rhineland-Palatinate,RWGV,1,German Coop,Germany,,,
Volksbank Rheindürkheim eG,Worms,Rhineland-Palatinate,GV,1,German Coop,Germany,,,
Raiffeisenbank Wiesbach eG,Eppelborn,Saarland,GV,1,German Coop,Germany,,,
Landeskirchliche Kredit- Genossenschaft Sachsen eG,Dresden,Saxony,GV,1,German Coop,Germany,,,
Raiffeisenbank Travemünde eG,Lübeck-Travemünde,Schleswig-Holstein,GV,1,German Coop,Germany,,,
Raiffeisenbank Struvenhütten eG,Struvenhütten,Schleswig-Holstein,GV,1,German Coop,Germany,,,
Raiffeisenbank Aitrang-Ruderatshofen eG,Aitrang,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Altertheim eG,Altertheim,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Bechhofen eG,Bechhofen (Mittelfranken),Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Alxing-Bruck eG,Bruck (Oberbayern),Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Dietenhofen eG,Dietenhofen,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Dietersheim und Umgebung eG,Dietersheim,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Baisweil-Eggenthal-Friesenried eG,Eggenthal,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Eichenbühl und Umgebung eG,Eichenbühl,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Emtmannsberg eG,Emtmannsberg,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Floß eG,Floß,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Frankenwinheim und Umgebung eG,Frankenwinheim,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Fuchstal-Denklingen eG,Fuchstal,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Obergermaringen eG,Germaringen,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Grainet eG,Grainet,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Tattenhausen-Großkarolinenfeld eG,Großkarolinenfeld,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Heiligenstadt i. OFr. eG,Heiligenstadt,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Wüstenselbitz eG,Helmbrechts,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Heroldsbach eG,Heroldsbach,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Hohenau-Mauth eG,Hohenau,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Hollfeld-Waischenfeld-Aufseß eG,Hollfeld,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Holzheim eG,Holzheim (bei Neu-Ulm),Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Singoldtal eG,Hurlach,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Kötz eG,Kötz,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Mittenwald eG,Mittenwald,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Neumarkt-St. Veit-Niederbergkirchen eG,Neumarkt-Sankt Veit,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Neunkirchen am Brand eG,Neunkirchen am Brand,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank am Dreisessel eG,Neureichenau,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Nüdlingen eG,Nüdlingen,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Knoblauchsland eG,Nürnberg-Buch,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Taufkirchen-Oberneukirchen eG,Oberneukirchen,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Chiemgau-Nord-Obing eG,Obing,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Offingen eG,Offingen,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Ortenburg eG,Ortenburg,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Raisting eG,Raisting,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank am Kulm eG,Speichersdorf,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Stegaurach eG,Stegaurach,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Thannhausen eG,Thannhausen,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Thüngersheim eG,Thüngersheim,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Thurnauer Land eG,Thurnau,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Kirchberg vorm Wald eG,Tiefenbach (bei Passau),Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Türkheim eG,Türkheim,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisen-Volksbank Tüßling-Unterneukirchen eG,Tüßling,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Lech-Ammersee eG,Vilgertshofen,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Wald-Görisried eG,Wald,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Wallgau-Krün eG,Wallgau,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Wegscheid eG,Wegscheid,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Wittislingen eG,Wittislingen,Bavaria,GVB,,German Coop,Germany,,,
Raiffeisenbank Langenschwarz eG,Burghaun,Hesse,GV,,German Coop,Germany,,,
Volksbank Oberharz eG,Bad Grund (Harz),Lower Saxony,GV,,German Coop,Germany,,,
Volksbank Braunlage eG,Braunlage,Lower Saxony,GV,,German Coop,Germany,,,
Volksbank Lastrup eG,Lastrup,Lower Saxony,GVWE,,German Coop,Germany,,,
Raiffeisen-Volksbank Schwabenheim an der Selz eG,Schwabenheim an der Selz,Rhineland-Palatinate,GV,,German Coop,Germany,,,
Volksbank Gardelegen eG,Gardelegen,Saxony-Anhalt,GV,,German Coop,Germany,,,
Raiffeisenbank Kaltenkirchen eG,Kaltenkirchen,Schleswig-Holstein,GV,,German Coop,Germany,,,
